"year","y","y_num","x","seed_diff","tourney_level","surface","higher_id","lower_id","wr_diff_lag1","wr_diff_lag2","wr_diff_lag3"
2003,"1",1,2123,1,"A","Hard",102562,103470,0.162337662337662,0.107843137254902,0
2003,"1",1,2231,1,"A","Hard",103498,103694,0.219512195121951,0.307218309859155,0.0945165945165944
2003,"0",0,338,0,"A","Hard",102860,104068,0.1875,0.0535714285714285,0.18421052631579
2003,"1",1,683,0,"A","Hard",103813,103429,0.00943396226415094,0.2,0.25
2003,"1",1,4,0,"A","Hard",102202,102987,0.0888888888888889,0.283887468030691,0.1
2003,"0",0,627,0,"A","Hard",102839,102703,0.128805620608899,0.178787878787879,-0.0277777777777778
2003,"0",0,348,-1,"A","Hard",104076,102456,0.0795339412360689,-0.188235294117647,0
2003,"1",1,995,1,"A","Hard",104053,103990,0.158626684050413,0.0651629072681704,0.5
2003,"1",1,1003,1,"A","Hard",103602,103852,0.130875576036866,0.0476190476190476,0.642857142857143
2003,"0",0,2106,-1,"A","Hard",103819,102644,0.298459563543004,0.217241379310345,-0.0334928229665072
2003,"1",1,58,0,"A","Hard",103970,103252,0.143026004728132,-0.0645161290322581,0.08
2003,"1",1,623,0,"A","Hard",103786,104295,-0.0897435897435898,-0.195652173913043,0.25
2003,"1",1,720,0,"A","Hard",103103,104036,-0.06,0.00793650793650791,0.102739726027397
2003,"1",1,100,0,"A","Hard",101965,102358,-0.0194805194805195,-0.146491228070175,-0.02375
2003,"1",1,400,1,"A","Hard",102998,103356,0.150216018610834,0.0806451612903226,0.0703953712632595
2003,"0",0,850,-1,"A","Hard",102610,103428,-0.0180356366797044,0.0510204081632653,0.114224137931034
2003,"1",1,136,1,"A","Hard",103909,103176,0.1265664160401,0.259146341463415,-0.0714285714285715
2003,"1",1,1400,1,"A","Hard",103292,104379,0.704918032786885,0.04,0.0192307692307693
2003,"1",1,216,0,"A","Hard",102950,103632,-0.12796697626419,0.314102564102564,-0.321428571428571
2003,"1",1,195,0,"A","Hard",102783,103344,0.0802005012531328,-0.0436496761475641,-0.0576923076923077
2003,"0",0,354,0,"A","Hard",103285,103188,0.270175438596491,0.192307692307692,0.357142857142857
2003,"1",1,56,0,"A","Hard",103888,101990,-0.125,-0.115384615384615,-0.258536585365854
2003,"1",1,460,1,"A","Hard",102856,103280,0.212454212454213,0.769230769230769,0.741176470588235
2003,"1",1,1460,1,"A","Hard",102845,103484,0.147336065573771,0.0432203389830508,0.60377358490566
2003,"0",0,215,-1,"A","Hard",102106,103171,0.0772946859903382,-0.10472972972973,-0.0943089430894309
2003,"1",1,1432,1,"A","Hard",103387,102401,0.457777777777778,0.133333333333333,0.0714285714285715
2003,"1",1,828,0,"A","Hard",102905,103066,-0.0535714285714285,0.268085106382979,-0.126315789473684
2003,"0",0,415,0,"A","Hard",103598,103018,0.101346801346801,0.0975270908585718,-0.0423728813559322
2003,"1",1,10,0,"A","Hard",102434,102179,0.0427631578947368,-0.113636363636364,-0.135294117647059
2003,"1",1,441,0,"A","Hard",104022,102437,0.0862068965517241,-0.0538617886178862,0.118226600985222
2003,"0",0,1039,-1,"A","Hard",103900,103151,0.168627450980392,0.153846153846154,-0.395833333333333
2003,"1",1,2596,1,"A","Hard",103507,103154,0.657534246575342,0.230769230769231,0.133802816901408
2003,"1",1,1939,1,"A","Hard",102562,104068,0.329004329004329,0.232843137254902,0
2003,"1",1,1970,1,"A","Hard",103498,103813,0.173492867004142,-0.0802816901408451,-0.0126262626262627
2003,"0",0,91,0,"A","Hard",102202,102456,0.0652482269503546,0,0
2003,"0",0,1582,-1,"A","Hard",104053,102703,0.289377289377289,0.347619047619048,-0.125
2003,"0",0,973,-1,"A","Hard",103602,103970,0.0340501792114695,-0.166666666666667,0.142857142857143
2003,"0",0,153,0,"A","Hard",103786,102644,-0.0107962213225371,-0.178410794602699,0.171052631578947
2003,"0",0,254,-1,"A","Hard",102998,103103,0.102372881355932,0.0727086533538147,-0.0617561194700201
2003,"0",0,365,0,"A","Hard",103428,101965,0.0567765567765568,0.05,-0.21875
2003,"1",1,107,1,"A","Hard",103909,102950,0.12796697626419,0.153377110694184,0
2003,"0",0,560,-1,"A","Hard",103292,102783,0.133489461358314,0.0176119402985075,0.076923076923077
2003,"1",1,701,1,"A","Hard",102856,103188,0.377867746288799,0.461538461538462,0.598319327731093
2003,"0",0,2149,-1,"A","Hard",102845,103888,0.2375,0.208604954367666,0.20377358490566
2003,"1",1,362,0,"A","Hard",102905,103171,0.00198412698412703,0.0930851063829787,-0.0596491228070176
2003,"1",1,891,1,"A","Hard",103387,103018,0.207272727272727,-0.092090395480226,-0.185230024213075
2003,"1",1,145,0,"A","Hard",103151,102434,-0.00612745098039214,0.25,0.295833333333333
2003,"1",1,1650,1,"A","Hard",103507,104022,0.0713273500236183,0.24296435272045,0.20523138832998
2003,"0",0,1811,-1,"A","Hard",102562,102456,0.194252555954684,0.0196078431372548,0
2003,"0",0,2382,-1,"A","Hard",103498,102703,0.254355400696864,0.253051643192488,0.112373737373737
2003,"1",1,63,0,"A","Hard",103103,103970,-0.171111111111111,0.00793650793650791,0.102739726027397
2003,"1",1,391,0,"A","Hard",101965,102644,0.150375939849624,-0.0327586206896552,0.0773026315789473
2003,"1",1,157,0,"A","Hard",102856,103909,0.0620782726045884,0.135084427767355,0.312605042016807
2003,"1",1,449,0,"A","Hard",102783,103888,0.0714285714285714,0.137772675086108,0.0423076923076923
2003,"0",0,184,0,"A","Hard",102905,103151,0.0150560224089636,-0.0319148936170213,0.0778508771929824
2003,"1",1,1039,0,"A","Hard",103507,103387,-0.0224657534246576,0.297435897435897,0.276659959758551
2003,"1",1,206,0,"A","Hard",103103,102456,-0.0280851063829787,-0.0802987861811392,0.102739726027397
2003,"0",0,412,0,"A","Hard",101965,102703,0.142857142857143,0.0833333333333334,0.03125
2003,"1",1,199,1,"A","Hard",102856,103151,0.209653092006033,0.269230769230769,0.345343137254902
2003,"1",1,1810,1,"A","Hard",103507,102783,0.086105675146771,0.208381171067738,0.191495124593716
2003,"1",1,209,1,"A","Hard",102856,103103,0.201025641025641,0.261294261294261,0.138436744560838
2003,"0",0,2277,-1,"A","Hard",103507,102703,0.228962818003914,0.364102564102564,0.0088028169014085
2003,"1",1,4237,1,"G","Hard",103720,101723,0.294871794871795,0.316326530612245,0.0782894736842105
2003,"0",0,250,0,"G","Hard",102821,102464,0.375,-0.142857142857143,-0.205882352941176
2003,"0",0,28,0,"G","Hard",102202,103285,0,0.0882352941176471,0
2003,"1",1,702,1,"G","Hard",102856,102271,0.307692307692308,0.202564102564103,0.198803589232303
2003,"1",1,915,1,"G","Hard",101962,102925,0.197619047619048,0.422950819672131,0.111458333333333
2003,"0",0,543,0,"G","Hard",103344,102957,0.0912280701754385,0.121593291404612,0.1
2003,"1",1,13,0,"G","Hard",104068,101820,-0.0666666666666667,0.0416666666666667,-0.0535714285714286
2003,"0",0,922,-1,"G","Hard",102374,103852,0.158128078817734,0.343915343915344,0.743243243243243
2003,"1",1,1662,1,"G","Hard",104053,103318,0.317948717948718,0.214285714285714,0
2003,"1",1,42,0,"G","Hard",102437,102987,0.0555555555555556,0.23731884057971,-0.0896551724137931
2003,"1",1,215,0,"G","Hard",102950,103632,-0.12796697626419,0.314102564102564,-0.321428571428571
2003,"1",1,845,1,"G","Hard",103428,103971,0.405982905982906,0,-0.0625
